loc,complexity,args,nesting_depth,returns,variables,methods_called,is_smelly
10,3,2,2,1,4,1,0
148,26,6,7,8,18,16,1
6,1,1,1,1,1,0,0
224,19,4,5,13,3,11,1
8,3,1,2,1,3,2,0
29,3,0,1,2,2,3,0
275,2,2,4,2,28,15,1
265,14,11,8,4,29,24,1
70,8,5,4,12,20,16,1
102,33,11,4,4,15,24,1
27,3,3,1,1,3,0,0
298,31,6,5,13,11,14,1
170,34,5,5,10,19,20,1
256,21,3,0,3,15,19,1
12,3,2,0,1,4,2,0
247,19,11,6,5,22,15,1
214,17,9,8,14,28,10,1
287,8,1,9,6,3,14,1
25,4,0,1,1,2,0,0
108,24,11,6,12,20,11,1
17,4,1,0,1,2,2,0
24,4,1,1,1,4,0,0
25,3,1,2,0,2,1,0
17,31,2,2,4,18,8,1
110,11,9,4,6,7,20,1
271,29,8,0,5,2,23,1
26,1,2,2,1,3,3,0
22,3,1,0,1,3,1,0
284,15,10,3,2,23,9,1
13,3,3,2,1,1,1,0
9,1,0,1,2,2,0,0
125,38,8,7,6,27,11,1
19,3,1,0,1,3,2,0
223,25,7,5,11,26,22,1
26,3,0,1,2,2,1,0
95,27,1,7,12,17,21,1
220,13,6,6,10,29,8,1
6,2,3,0,0,1,0,0
15,22,5,6,2,20,19,1
133,36,8,8,5,21,8,1
7,2,3,1,2,4,3,0
20,1,1,2,2,3,2,0
5,2,2,1,0,1,2,0
63,11,11,4,12,27,17,1
272,37,11,5,8,17,15,1
16,1,0,1,2,2,0,0
212,10,6,6,13,28,15,1
87,18,6,8,12,28,12,1
94,37,11,7,10,28,13,1
242,13,8,5,4,22,19,1
18,4,1,1,2,3,1,0
25,1,1,2,2,4,2,0
211,27,9,9,9,14,8,1
15,4,1,0,2,3,3,0
190,30,10,7,14,24,17,1
216,38,8,4,14,23,10,1
283,10,8,5,9,17,21,1
202,20,7,6,7,18,20,1
248,32,6,4,6,21,9,1
292,37,9,3,10,21,0,1
20,2,2,2,2,2,0,0
225,32,6,9,14,18,19,1
118,31,11,9,6,19,8,1
26,1,3,0,2,2,0,0
223,39,8,5,7,13,13,1
290,11,10,4,10,17,20,1
16,4,0,1,1,2,1,0
268,31,6,8,6,11,21,1
223,26,6,6,14,26,8,1
225,38,10,4,9,13,19,1
5,2,1,1,2,2,0,0
191,26,6,9,6,28,11,1
175,25,7,6,6,14,22,1
27,1,3,1,2,2,3,0
19,2,2,2,1,2,2,0
28,1,1,1,0,2,3,0
22,2,1,2,2,3,2,0
9,1,2,1,1,2,3,0
205,10,9,9,9,16,11,1
180,34,9,7,10,28,21,1
15,3,1,0,1,1,1,0
13,2,3,1,0,4,3,0
64,24,9,8,8,16,18,1
7,1,2,0,2,2,2,0
21,2,1,1,0,3,3,0
173,19,8,8,4,27,21,1
15,2,2,0,0,2,3,0
161,17,9,9,13,17,20,1
164,34,8,4,8,11,23,1
213,12,9,5,7,23,15,1
139,27,9,4,14,22,13,1
10,3,2,0,2,3,3,0
91,13,6,7,14,21,18,1
220,28,8,4,4,11,11,1
11,3,1,2,1,1,2,0
21,3,3,0,2,2,3,0
244,36,6,6,8,13,21,1
264,26,10,9,4,12,10,1
25,3,3,0,1,3,1,0
117,24,6,9,10,20,13,1
291,13,7,8,11,23,15,1
27,1,1,2,0,3,1,0
178,38,11,4,8,12,20,1
5,2,3,0,0,2,1,0
14,2,1,1,2,3,3,0
191,12,9,8,7,22,20,1
90,30,6,9,5,14,22,1
16,4,1,0,0,1,1,0
223,39,5,6,11,19,17,1
190,26,9,8,7,13,14,1
18,4,0,1,1,3,3,0
157,13,4,7,9,20,10,1
14,4,3,0,2,1,3,0
273,17,8,8,6,27,21,1
5,4,1,1,1,3,3,0
52,13,10,9,2,3,6,1
230,31,9,7,7,13,18,1
22,3,2,2,0,3,2,0
28,1,1,1,2,1,0,0
29,3,0,1,1,4,3,0
19,3,0,0,2,4,2,0
95,39,11,5,11,23,13,1
100,12,10,9,9,10,9,1
195,24,8,4,12,10,19,1
92,19,10,4,10,19,17,1
79,35,10,6,4,28,16,1
5,2,3,0,1,1,3,0
157,39,7,5,11,21,23,1
6,2,1,0,2,3,0,0
164,28,5,5,5,14,24,1
152,14,8,5,8,26,14,1
213,37,5,6,14,11,12,1
134,13,8,5,8,15,9,1
264,14,11,4,9,11,23,1
173,29,5,9,5,29,17,1
6,2,2,0,2,2,2,0
174,18,11,7,8,27,9,1
14,1,3,2,0,4,3,0
134,12,10,8,6,28,24,1
223,22,10,8,10,29,9,1
25,1,0,1,2,2,3,0
254,22,4,6,8,2,22,1
7,2,3,2,2,4,0,0
270,30,9,9,11,23,10,1
20,1,0,2,0,1,1,0
103,32,5,8,8,13,20,1
289,20,11,5,6,19,8,1
163,16,9,6,14,17,15,1
67,35,9,8,5,10,21,1
83,25,8,4,10,17,12,1
292,37,10,9,11,13,11,1
19,30,8,9,7,20,10,1
5,2,0,2,1,1,2,0
16,3,3,0,0,2,3,0
236,34,5,4,12,26,8,1
290,37,5,8,9,24,19,1
82,10,9,7,14,10,9,1
98,18,8,5,11,16,17,1
61,10,9,8,9,26,9,1
216,29,9,5,11,20,16,1
266,34,6,8,9,21,17,1
9,3,2,1,2,4,1,0
96,36,8,9,11,20,23,1
25,2,1,2,1,4,3,0
272,17,0,7,11,0,23,1
191,12,11,7,11,16,9,1
241,31,8,6,4,18,18,1
10,4,3,2,2,3,1,0
23,1,3,0,1,3,1,0
26,2,1,0,1,2,2,0
183,13,8,5,11,15,15,1
220,38,11,8,6,13,22,1
6,3,2,0,2,1,1,0
224,36,9,6,9,24,15,1
64,10,9,6,9,21,22,1
138,39,9,9,8,26,20,1
6,4,1,2,2,1,0,0
13,1,1,1,1,1,0,0
9,3,1,1,1,3,1,0
180,35,8,5,13,26,18,1
281,32,7,6,5,19,22,1
16,3,1,1,2,4,3,0
27,3,3,0,2,3,3,0
29,4,3,2,1,2,0,0
5,3,3,0,1,4,1,0
13,4,0,1,2,4,2,0
283,34,10,7,7,10,20,1
24,2,0,2,0,2,1,0
62,27,11,7,5,11,9,1
8,3,0,2,0,2,3,0
17,1,3,2,0,3,0,0
29,3,2,2,1,2,1,0
290,22,7,7,13,23,16,1
25,1,3,0,0,3,2,0
282,36,5,7,9,17,9,1
201,14,11,4,3,25,8,1
252,34,9,7,8,12,21,1
5,2,3,1,0,3,3,0
145,13,5,5,11,11,21,1
11,1,2,2,1,2,1,0
15,4,1,0,2,1,0,0
139,13,6,4,5,14,16,1
275,27,5,8,11,27,9,1
288,16,10,9,4,18,21,1
236,19,1,1,14,18,7,1
14,3,2,1,0,2,2,0
171,24,9,7,13,23,22,1
10,1,2,2,1,2,2,0
11,1,0,2,1,4,3,0
9,1,1,0,0,3,1,0
18,2,2,2,2,3,2,0
19,1,0,1,1,3,1,0
7,1,0,2,2,2,1,0
7,3,0,1,2,2,3,0
29,1,3,2,1,4,1,0
23,1,1,0,2,3,0,0
5,3,0,1,1,2,1,0
299,25,8,9,14,16,20,1
82,19,10,8,4,17,19,1
172,23,8,7,13,18,16,1
11,3,1,1,2,2,0,0
6,3,0,2,2,2,0,0
277,35,5,5,13,16,21,1
25,1,1,0,1,1,1,0
90,30,9,5,2,10,11,1
295,25,7,9,4,10,12,1
24,4,1,1,0,1,0,0
24,3,3,2,0,2,0,0
24,2,2,2,1,3,1,0
256,5,3,5,7,27,21,1
9,1,1,2,0,2,3,0
240,4,2,3,13,25,6,1
92,36,5,5,11,24,16,1
8,4,2,1,2,1,1,0
16,2,1,1,1,1,2,0
126,18,6,6,5,21,16,1
10,3,3,2,0,4,0,0
147,35,7,8,6,25,20,1
94,21,9,6,14,23,8,1
21,2,3,1,2,3,0,0
93,30,5,6,4,22,16,1
113,36,8,8,5,10,23,1
222,20,9,7,9,14,10,1
20,1,2,0,2,3,1,0
136,17,10,7,9,16,10,1
70,16,9,7,10,27,20,1
5,4,1,1,2,4,3,0
20,4,3,0,1,2,3,0
100,18,6,6,6,27,14,1
296,38,11,5,11,25,16,1
217,26,11,8,6,11,19,1
66,27,11,9,13,15,23,1
9,1,2,2,2,4,2,0
205,16,11,7,6,11,16,1
16,3,1,0,1,3,2,0
184,37,9,0,14,16,17,1
29,2,0,0,0,1,0,0
20,4,3,2,0,3,1,0
174,13,8,7,10,23,20,1
17,4,1,0,0,4,3,0
9,1,0,2,2,2,0,0
22,2,2,2,1,3,3,0
72,13,6,8,5,16,18,1
88,29,7,5,11,24,21,1
17,1,0,0,2,2,3,0
28,3,1,2,1,1,1,0
8,1,3,2,2,3,1,0
28,4,3,2,0,2,0,0
269,20,3,6,14,4,15,1
93,19,5,8,7,10,10,1
26,3,3,0,0,2,1,0
16,2,3,0,1,2,0,0
74,24,8,5,12,16,8,1
27,4,2,1,1,4,2,0
17,3,1,0,2,1,3,0
78,17,6,5,9,24,20,1
18,2,2,0,0,3,3,0
184,29,9,9,11,22,22,1
21,1,3,2,2,3,0,0
12,3,0,2,2,3,0,0
249,30,5,4,8,23,13,1
138,32,1,6,14,22,22,1
12,1,0,1,0,3,0,0
93,21,10,4,5,20,23,1
269,38,5,8,14,0,8,1
234,17,11,8,9,23,11,1
12,2,2,1,2,1,0,0
8,4,3,1,1,2,1,0
176,10,5,7,4,19,8,1
13,3,2,2,2,1,2,0
190,37,9,8,8,11,21,1
8,2,1,0,2,3,2,0
293,21,10,5,8,25,17,1
17,4,1,2,0,3,3,0
52,22,1,1,3,3,23,1
13,3,2,2,1,2,1,0
287,17,3,3,7,24,8,1
24,1,0,2,0,2,1,0
151,31,6,9,8,17,22,1
108,33,11,9,10,25,22,1
98,29,9,8,8,21,20,1
197,36,8,5,8,15,22,1
93,35,8,8,11,13,20,1
5,3,0,2,0,2,3,0
27,4,3,2,1,1,0,0
177,14,8,4,12,11,13,1
156,30,8,7,11,16,19,1
253,11,5,5,6,17,19,1
194,25,5,7,5,23,13,1
24,3,3,1,0,3,0,0
13,3,2,0,0,3,1,0
88,29,6,7,11,11,12,1
26,1,1,0,2,4,1,0
192,12,10,5,12,10,18,1
88,13,10,9,6,20,17,1
168,11,5,7,13,21,10,1
28,1,2,0,1,2,0,0
59,6,8,5,12,13,16,1
19,4,3,0,1,3,1,0
61,15,9,8,8,13,21,1
13,2,3,1,1,1,2,0
195,23,5,8,9,15,10,1
290,34,10,8,7,25,19,1
203,18,9,4,7,13,22,1
85,19,6,5,5,9,20,1
22,4,2,0,0,3,3,0
7,3,3,0,1,3,0,0
258,28,6,8,14,10,15,1
6,2,0,2,1,1,1,0
72,2,9,5,8,25,16,1
25,4,0,2,2,3,1,0
118,25,6,7,6,22,11,1
281,32,8,8,7,12,17,1
71,25,10,5,4,22,17,1
73,12,10,6,11,18,16,1
222,28,8,6,11,29,20,1
7,1,2,0,0,1,2,0
242,29,0,8,6,3,4,1
17,1,3,0,1,3,0,0
62,31,10,4,11,18,22,1
9,2,0,2,1,4,3,0
5,4,2,2,0,4,1,0
97,26,11,4,8,18,21,1
17,1,0,0,1,2,1,0
13,3,2,1,1,4,0,0
7,3,2,1,2,2,0,0
22,3,2,1,1,2,0,0
12,1,3,1,1,3,1,0
12,2,1,0,2,4,1,0
22,3,0,0,1,1,3,0
180,26,9,0,13,15,17,1
215,39,8,8,13,21,16,1
241,28,11,7,6,26,23,1
198,39,10,5,7,29,9,1
22,4,2,2,0,4,3,0
85,19,8,8,13,15,13,1
194,15,6,5,11,16,12,1
11,3,0,0,1,2,0,0
116,26,7,3,14,2,11,1
7,4,3,2,0,2,0,0
168,20,11,9,12,12,15,1
20,3,1,1,0,1,0,0
114,33,7,4,7,13,23,1
173,21,11,5,4,19,15,1
125,34,10,2,9,20,1,1
188,15,5,5,6,24,11,1
12,3,3,2,2,2,0,0
292,26,8,9,10,27,11,1
104,16,11,6,8,10,9,1
248,30,6,6,12,20,10,1
153,30,8,6,5,28,24,1
20,1,0,1,0,2,2,0
250,27,3,9,9,3,15,1
261,13,9,6,8,26,18,1
14,3,1,0,0,3,2,0
28,2,0,0,1,3,1,0
296,28,11,6,7,22,11,1
278,14,10,7,5,18,23,1
25,2,0,2,0,4,0,0
75,31,10,4,4,13,13,1
114,11,8,9,11,20,20,1
173,24,10,1,8,3,2,1
201,38,11,5,13,16,9,1
9,3,0,0,0,1,0,0
73,10,10,4,5,13,23,1
21,3,2,1,0,4,1,0
181,30,1,8,8,2,23,1
10,3,1,1,2,4,0,0
28,4,2,0,0,3,3,0
186,23,8,4,5,10,15,1
19,3,3,0,0,2,0,0
252,33,7,4,6,22,10,1
15,2,0,2,0,3,2,0
110,29,6,7,11,17,21,1
103,14,7,6,12,28,21,1
25,2,3,0,0,2,3,0
277,34,10,6,4,12,22,1
112,33,7,4,8,13,11,1
14,3,1,2,1,1,0,0
265,17,9,8,10,16,19,1
119,29,6,7,5,26,10,1
20,19,4,3,3,25,12,1
6,4,2,2,1,2,0,0
18,1,0,1,2,4,3,0
184,23,5,6,11,11,20,1
225,31,6,5,6,29,21,1
5,3,2,1,0,3,2,0
193,10,8,8,5,28,15,1
68,33,6,7,4,10,24,1
16,34,4,3,13,24,10,1
19,4,3,2,1,3,0,0
7,1,0,1,0,2,1,0
285,6,1,5,13,27,12,1
77,37,10,4,11,18,13,1
14,1,2,2,0,1,2,0
108,32,11,8,14,25,9,1
102,16,6,0,12,18,22,1
67,28,11,8,12,26,11,1
16,4,2,2,2,3,0,0
11,3,2,2,2,3,2,0
26,4,2,1,2,2,0,0
27,2,1,1,1,2,1,0
15,4,1,0,1,2,1,0
112,33,9,8,7,16,24,1
272,30,8,7,14,17,11,1
11,1,2,2,2,1,0,0
9,4,0,2,2,2,2,0
261,7,5,4,6,11,17,1
67,33,10,9,6,24,22,1
167,17,9,5,14,27,19,1
9,1,0,0,0,4,3,0
173,25,6,8,7,27,8,1
204,27,7,8,11,29,11,1
67,39,9,6,12,12,10,1
14,3,1,0,1,4,0,0
102,15,8,5,13,22,12,1
229,24,9,4,10,28,18,1
29,1,0,0,2,3,0,0
174,13,8,4,10,27,24,1
5,1,0,2,0,1,3,0
27,4,0,1,0,3,3,0
22,4,1,0,2,1,0,0
27,1,1,0,0,2,2,0
25,2,2,2,2,3,3,0
290,13,7,6,13,21,16,1
12,1,3,2,0,1,2,0
131,39,11,8,13,29,14,1
296,30,9,6,7,16,12,1
28,3,1,1,1,2,1,0
13,4,3,0,1,2,0,0
12,1,0,0,2,3,3,0
28,3,0,0,1,1,0,0
152,22,7,4,11,12,21,1
22,2,0,2,1,3,2,0
11,4,1,2,2,4,2,0
119,25,7,7,14,26,13,1
97,3,4,6,5,29,19,1
239,33,6,4,13,23,10,1
29,2,1,0,0,2,2,0
30,37,11,9,11,0,15,1
104,36,5,4,11,13,23,1
122,22,9,5,7,25,21,1
21,3,1,0,0,4,1,0
151,26,9,7,7,11,10,1
82,39,5,5,6,16,20,1
26,3,3,0,1,1,0,0
197,13,10,7,12,29,21,1
83,26,11,4,14,10,23,1
22,4,3,2,1,3,1,0
270,18,10,8,11,22,8,1
5,1,2,2,0,4,2,0
207,35,5,5,13,19,15,1
174,18,11,8,13,26,17,1
17,4,2,1,2,2,0,0
16,2,0,2,2,4,2,0
199,29,9,7,12,19,13,1
21,1,0,2,0,3,2,0
9,4,0,1,1,3,2,0
92,29,10,5,7,16,23,1
19,2,0,0,1,2,1,0
8,3,3,1,1,4,1,0
96,13,6,6,13,24,20,1
167,20,10,4,14,28,13,1
282,15,0,9,5,1,14,1
11,1,0,0,1,4,3,0
21,1,0,2,1,3,3,0
86,11,9,6,9,12,20,1
29,1,3,2,1,2,2,0
153,23,8,4,13,22,20,1
207,26,2,9,4,20,5,1
152,14,7,6,5,25,6,1
96,16,10,7,6,15,21,1
79,14,10,9,5,19,10,1
207,18,8,9,7,17,20,1
200,34,8,9,9,8,11,1
6,4,3,0,0,1,3,0
262,37,11,9,9,17,24,1
22,3,3,2,2,2,2,0
25,3,0,0,1,2,2,0
13,3,0,2,1,2,1,0
276,39,11,6,14,26,24,1
280,20,5,8,6,15,15,1
13,2,0,0,0,3,1,0
180,33,11,8,13,12,20,1
235,37,8,4,13,16,20,1
28,1,2,2,2,1,0,0
6,4,2,1,0,1,2,0
16,4,0,0,0,2,2,0
64,25,9,6,13,27,22,1
20,3,3,0,0,1,3,0
149,22,7,9,8,13,24,1
118,31,11,4,13,15,9,1
27,3,3,1,1,3,0,0
242,27,5,4,6,17,11,1
13,4,2,2,2,2,2,0
6,3,3,0,1,1,1,0
197,37,6,8,12,19,8,1
7,1,1,0,2,2,3,0
28,4,2,1,1,3,1,0
14,4,0,1,1,3,0,0
28,2,3,0,2,2,3,0
83,21,11,5,4,14,12,1
293,37,6,6,9,21,8,1
22,1,3,0,1,3,1,0
27,2,2,2,2,4,1,0
211,32,10,4,13,26,15,1
143,17,7,9,12,11,11,1
29,2,0,0,2,4,1,0
276,18,6,7,7,29,22,1
67,34,7,8,11,22,18,1
19,3,1,2,1,1,2,0
28,4,2,1,1,2,1,0
11,4,1,2,2,3,1,0
190,6,11,3,7,11,10,1
20,4,0,0,2,3,0,0
174,31,3,4,4,14,22,1
256,27,8,8,5,22,13,1
207,39,10,6,5,17,21,1
212,14,10,6,6,22,10,1
185,27,7,5,13,10,21,1
10,4,5,0,6,13,5,1
46,32,3,0,0,26,10,1
13,2,1,0,2,3,2,0
27,4,3,1,0,1,0,0
241,30,5,4,7,26,21,1
252,35,7,9,10,28,24,1
69,15,7,7,7,25,16,1
12,4,3,2,0,4,1,0
25,4,3,2,2,4,1,0
25,2,2,1,2,3,0,0
234,36,6,8,10,20,19,1
19,2,0,0,0,4,1,0
285,2,3,0,13,14,18,1
184,11,5,5,5,29,12,1
9,4,2,2,2,1,1,0
202,15,9,6,9,14,24,1
29,3,0,2,2,3,0,0
216,21,8,4,9,29,15,1
74,12,7,6,5,14,12,1
17,14,1,2,12,17,6,1
13,3,3,0,0,2,0,0
22,1,0,0,1,2,0,0
17,2,3,0,2,1,2,0
9,4,0,0,1,2,1,0
180,11,8,6,4,13,20,1
11,4,3,1,1,2,1,0
257,30,8,7,7,27,12,1
264,38,11,9,8,11,17,1
10,3,0,1,1,1,2,0
234,34,5,6,7,20,16,1
17,4,1,0,2,3,2,0
14,3,2,0,0,2,1,0
28,2,2,0,0,3,0,0
254,15,10,5,11,26,10,1
279,16,11,5,13,15,16,1
258,30,8,1,12,11,21,1
299,13,6,9,8,18,15,1
5,1,2,2,2,4,0,0
191,19,10,5,4,18,10,1
162,6,2,9,4,15,5,1
8,3,3,1,1,2,3,0
20,2,2,1,1,3,2,0
22,4,0,1,2,4,1,0
279,37,11,8,12,27,13,1
15,4,2,0,0,3,0,0
250,10,8,4,12,24,11,1
9,4,1,0,0,4,1,0
19,3,2,1,0,2,3,0
94,9,2,5,6,15,3,1
289,39,10,4,6,27,12,1
109,27,6,8,12,14,19,1
18,1,1,1,2,4,0,0
21,2,0,1,0,3,1,0
13,4,1,2,0,4,1,0
139,28,3,0,2,27,12,1
230,10,10,6,5,20,19,1
25,4,3,1,0,2,3,0
14,4,1,1,2,2,2,0
160,20,2,8,4,22,18,1
233,34,11,8,14,17,24,1
23,2,2,2,2,4,2,0
10,2,1,1,1,4,0,0
111,33,9,9,12,14,21,1
97,39,9,4,4,27,21,1
292,38,7,4,9,22,17,1
7,1,2,2,0,4,0,0
114,37,6,5,5,4,24,1
12,2,2,2,1,1,3,0
161,11,11,5,12,13,22,1
285,18,9,8,7,22,19,1
251,23,7,4,10,18,21,1
154,31,9,9,8,16,19,1
251,32,7,7,14,19,23,1
66,14,11,7,9,18,17,1
14,3,0,0,0,2,0,0
276,21,8,8,13,19,12,1
299,36,11,5,5,27,19,1
185,10,5,6,10,12,19,1
116,38,6,5,8,29,19,1
266,26,6,8,6,28,17,1
255,36,7,9,10,25,23,1
260,20,6,7,13,11,19,1
5,2,0,2,2,1,2,0
193,18,7,7,11,25,13,1
281,33,7,7,6,19,23,1
75,33,9,7,9,11,17,1
149,34,7,4,5,21,17,1
7,4,0,0,0,2,1,0
299,26,7,8,8,17,12,1
283,31,10,5,12,24,8,1
19,4,2,0,0,4,1,0
124,35,9,5,13,16,9,1
275,31,6,5,14,22,21,1
15,1,1,2,1,4,1,0
95,31,7,8,9,22,11,1
255,26,9,4,13,29,22,1
287,34,9,9,10,21,11,1
18,4,2,1,1,2,3,0
136,13,9,5,6,28,11,1
82,24,8,4,7,18,23,1
9,4,3,0,1,1,1,0
161,32,8,6,12,14,23,1
187,18,2,8,3,13,8,1
16,4,0,1,1,4,2,0
84,37,9,6,14,23,11,1
240,15,11,7,12,10,20,1
11,1,3,0,1,4,3,0
66,23,9,5,12,21,24,1
14,3,0,2,0,1,2,0
208,27,10,4,7,16,16,1
15,2,0,1,0,1,1,0
12,4,3,2,1,3,0,0
9,2,1,2,1,1,1,0
10,3,2,2,1,2,3,0
114,32,10,5,6,10,21,1
130,23,5,7,13,12,13,1
12,3,0,1,0,3,3,0
228,16,6,7,5,11,17,1
281,20,6,4,6,25,22,1
17,3,0,1,0,4,0,0
175,36,6,7,6,29,19,1
130,8,4,9,10,28,1,1
7,4,2,1,1,1,1,0
192,33,5,5,13,27,15,1
16,4,2,0,0,1,1,0
286,10,6,9,9,28,23,1
61,16,6,5,9,22,14,1
15,4,2,1,0,4,3,0
6,1,0,2,0,1,2,0
295,25,9,8,9,22,8,1
206,25,8,9,12,23,11,1
219,29,9,8,10,26,10,1
17,4,3,0,1,2,3,0
25,3,0,1,1,2,1,0
60,3,9,4,8,10,4,1
107,35,10,4,13,10,14,1
17,2,2,2,0,1,1,0
232,35,6,4,6,27,16,1
9,1,3,0,0,1,1,0
282,21,5,7,8,25,13,1
6,1,2,2,2,3,2,0
266,3,5,1,3,25,9,1
29,3,1,1,0,3,1,0
298,35,11,5,14,16,9,1
195,35,8,4,11,9,13,1
12,1,2,1,2,1,1,0
14,3,1,2,0,1,3,0
18,4,3,1,1,1,0,0
292,35,4,0,10,27,23,1
86,22,6,4,4,18,21,1
6,1,1,1,2,3,3,0
86,26,8,7,6,28,9,1
188,38,6,9,4,10,21,1
20,4,2,1,2,4,2,0
19,4,2,1,1,2,0,0
241,25,10,9,10,14,9,1
21,2,2,1,0,1,2,0
51,11,6,2,2,10,0,0
142,25,9,9,7,17,19,1
163,27,9,9,6,20,11,1
166,38,9,9,4,16,23,1
260,24,10,9,5,18,23,1
198,35,7,9,5,27,20,1
17,4,0,2,1,4,3,0
22,2,1,2,0,3,3,0
140,10,10,4,11,28,13,1
92,16,7,6,4,19,17,1
93,34,9,7,7,15,11,1
92,9,2,5,11,10,21,1
156,34,7,6,9,27,22,1
272,23,5,9,13,6,23,1
126,24,10,5,6,14,20,1
24,1,1,2,2,3,0,0
174,33,6,9,4,22,22,1
17,4,0,1,1,2,0,0
156,10,9,7,9,13,21,1
239,12,10,9,8,18,19,1
191,20,10,4,8,11,13,1
139,37,8,5,13,12,21,1
29,3,1,2,0,2,0,0
8,4,3,0,2,1,2,0
283,12,5,6,5,28,11,1
214,13,6,5,9,27,23,1
210,16,7,8,6,19,13,1
204,21,9,4,14,24,19,1
65,38,8,5,9,16,13,1
13,4,3,2,1,4,3,0
14,2,0,1,2,4,1,0
104,14,6,9,4,23,14,1
137,31,4,7,7,14,6,1
283,28,5,4,9,11,11,1
179,18,10,6,11,25,19,1
6,2,2,2,2,1,0,0
14,1,0,1,0,2,3,0
115,12,6,7,10,12,19,1
82,24,6,5,12,10,11,1
103,22,6,8,5,13,16,1
279,32,9,7,13,18,17,1
109,36,8,8,14,22,19,1
127,25,7,5,4,25,21,1
242,29,7,5,12,19,18,1
18,1,3,0,0,4,1,0
18,1,2,0,2,1,0,0
177,14,5,7,10,18,16,1
19,4,1,1,1,2,0,0
116,20,8,4,8,19,17,1
11,3,2,2,1,3,3,0
215,15,10,8,13,25,14,1
178,25,5,9,11,26,9,1
25,1,1,1,1,1,2,0
6,2,0,2,0,1,1,0
242,23,5,9,14,15,15,1
284,28,8,4,11,16,24,1
20,1,1,2,2,3,0,0
22,4,1,0,1,4,0,0
15,4,2,0,0,2,3,0
295,3,3,8,1,19,24,1
96,20,9,6,9,27,23,1
22,4,3,1,0,1,3,0
19,3,2,1,2,3,1,0
39,17,4,2,3,10,20,1
62,24,11,5,7,2,20,1
277,34,3,9,9,10,15,1
7,2,0,1,2,4,2,0
5,1,0,2,2,2,2,0
209,20,10,6,4,23,18,1
19,1,2,1,0,2,3,0
179,38,5,4,13,25,13,1
158,38,11,7,14,11,16,1
89,28,11,5,6,13,21,1
29,4,1,1,1,1,0,0
179,16,5,8,4,21,14,1
8,3,3,0,1,2,2,0
20,2,0,2,2,1,0,0
268,15,5,6,12,17,15,1
14,3,2,2,0,3,0,0
279,21,9,9,4,11,10,1
5,4,1,0,2,2,2,0
218,37,5,9,13,12,21,1
29,1,3,0,2,2,3,0
113,25,7,5,13,23,9,1
13,4,1,2,1,3,2,0
28,2,2,0,1,2,3,0
259,25,7,8,5,27,13,1
20,1,1,2,2,1,2,0
24,3,1,2,2,2,3,0
225,29,7,9,14,17,19,1
230,29,11,5,4,19,20,1
13,2,11,0,5,5,21,1
161,26,8,8,10,27,17,1
156,18,7,6,9,27,22,1
264,12,11,4,14,20,24,1
171,12,11,4,11,11,11,1
17,1,0,0,1,4,1,0
229,25,7,5,12,21,14,1
275,14,5,9,12,16,8,1
242,30,10,5,6,10,23,1
180,32,11,4,7,20,8,1
263,27,9,6,13,28,23,1
120,12,11,9,10,21,12,1
25,2,3,0,2,4,1,0
61,37,5,5,13,21,11,1
13,1,2,1,1,2,3,0
25,3,1,1,2,3,3,0
26,3,3,0,0,1,2,0
233,34,2,7,0,10,5,1
198,22,8,5,6,17,9,1
75,24,11,4,14,11,13,1
294,28,9,7,4,28,17,1
14,4,1,0,2,4,0,0
232,31,11,6,5,27,21,1
78,24,5,6,4,20,18,1
11,3,2,2,2,1,2,0
231,31,7,5,5,22,16,1
74,10,11,7,8,20,22,1
22,1,1,2,2,2,2,0
235,33,11,8,8,14,9,1
25,1,2,1,0,3,3,0
101,30,11,6,9,25,11,1
148,29,7,4,13,25,12,1
27,3,3,2,0,2,2,0
6,4,1,2,1,3,0,0
179,28,11,6,5,15,24,1
122,39,8,9,8,20,15,1
73,30,9,7,8,28,9,1
280,27,7,9,14,21,15,1
203,11,5,6,11,29,20,1
22,1,1,2,0,1,1,0
15,3,3,1,2,3,1,0
176,20,10,8,7,7,11,1
199,17,9,5,10,17,8,1
294,14,7,4,3,3,9,1
25,3,3,2,1,4,0,0
142,14,7,9,7,23,22,1
204,20,9,8,12,10,20,1
277,25,8,5,4,11,23,1
28,2,2,1,1,3,2,0
137,35,8,4,6,17,17,1
179,36,10,8,13,16,16,1
275,32,7,5,12,26,11,1
38,8,8,8,10,25,20,1
29,3,2,2,0,3,3,0
23,4,2,2,1,2,3,0
6,3,2,1,1,4,3,0
13,4,2,0,2,3,2,0
90,5,5,6,8,27,10,1
138,33,5,7,13,21,8,1
94,27,8,4,12,22,22,1
9,2,0,0,0,2,0,0
153,21,6,8,6,19,19,1
189,24,9,4,12,14,12,1
212,20,5,7,10,23,10,1
10,3,1,0,1,4,2,0
94,15,10,6,6,11,11,1
20,1,0,0,0,4,3,0
259,38,9,9,9,13,20,1
5,3,3,1,2,2,1,0
89,2,1,1,7,25,0,1
22,2,1,0,1,4,3,0
275,11,7,6,13,25,20,1
11,4,0,1,2,3,3,0
216,25,8,6,10,16,17,1
27,2,1,2,0,3,2,0
127,24,11,8,5,19,12,1
228,29,7,5,6,17,13,1
18,3,0,1,1,4,2,0
21,2,0,0,1,3,2,0
23,1,1,0,0,4,0,0
280,22,10,8,8,16,21,1
74,17,10,4,10,16,22,1
159,26,8,6,13,20,19,1
60,20,9,6,8,11,8,1
